,task_type,task_name,digest,lang_train,lang_pred,model_id,model_type,score
32,token-classification,udpos28,b30906d4,en,hr,xlm-roberta-base,ft,88.23165704863973
33,token-classification,udpos28,b30906d4,en,got,xlm-roberta-base,ft,9.452833888997842
34,token-classification,udpos28,b30906d4,en,gsw,xlm-roberta-base,ft,42.24376731301939
35,token-classification,udpos28,b30906d4,en,aii,xlm-roberta-base,ft,14.56953642384106
36,token-classification,udpos28,b30906d4,en,sme,xlm-roberta-base,ft,22.207792207792206
37,token-classification,udpos28,b30906d4,en,pcm,xlm-roberta-base,ft,45.98870844078902
38,token-classification,udpos28,b30906d4,en,lv,xlm-roberta-base,ft,87.28109676773742
39,token-classification,udpos28,b30906d4,en,zh,xlm-roberta-base,ft,48.022183509405615
40,token-classification,udpos28,b30906d4,en,tl,xlm-roberta-base,ft,71.13594040968343
41,token-classification,udpos28,b30906d4,en,bm,xlm-roberta-base,ft,20.51653042031397
42,token-classification,udpos28,b30906d4,en,lt,xlm-roberta-base,ft,87.14093734251638
43,token-classification,udpos28,b30906d4,en,gl,xlm-roberta-base,ft,87.34353268428373
44,token-classification,udpos28,b30906d4,en,vi,xlm-roberta-base,ft,65.89711417816812
45,token-classification,udpos28,b30906d4,en,el,xlm-roberta-base,ft,88.20658804392029
46,token-classification,udpos28,b30906d4,en,ca,xlm-roberta-base,ft,89.61114335461404
47,token-classification,udpos28,b30906d4,en,cs,xlm-roberta-base,ft,88.46161383567684
48,token-classification,udpos28,b30906d4,en,myv,xlm-roberta-base,ft,45.1045104510451
49,token-classification,udpos28,b30906d4,en,bho,xlm-roberta-base,ft,51.89797449362341
50,token-classification,udpos28,b30906d4,en,th,xlm-roberta-base,ft,56.87214407311173
51,token-classification,udpos28,b30906d4,en,mr,xlm-roberta-base,ft,82.82208588957054
52,token-classification,udpos28,b30906d4,en,eu,xlm-roberta-base,ft,74.75178468860261
53,token-classification,udpos28,b30906d4,en,sk,xlm-roberta-base,ft,88.45565133327963
54,token-classification,udpos28,b30906d4,en,quc,xlm-roberta-base,ft,21.861326152810502
55,token-classification,udpos28,b30906d4,en,yo,xlm-roberta-base,ft,16.111345423871786
56,token-classification,udpos28,b30906d4,en,wbp,xlm-roberta-base,ft,21.45748987854251
57,token-classification,udpos28,b30906d4,en,ta,xlm-roberta-base,ft,83.90092879256966
58,token-classification,udpos28,b30906d4,en,mt,xlm-roberta-base,ft,14.946265691321232
59,token-classification,udpos28,b30906d4,en,grc,xlm-roberta-base,ft,59.90721559244887
60,token-classification,udpos28,b30906d4,en,is,xlm-roberta-base,ft,84.81042157022675
61,token-classification,udpos28,b30906d4,en,gun,xlm-roberta-base,ft,20.637329286798177
62,token-classification,udpos28,b30906d4,en,ur,xlm-roberta-base,ft,68.99230041874915
63,token-classification,udpos28,b30906d4,en,ro,xlm-roberta-base,ft,85.19691046057022
64,token-classification,udpos28,b30906d4,en,fa,xlm-roberta-base,ft,77.81469957405673
65,token-classification,udpos28,b30906d4,en,apu,xlm-roberta-base,ft,22.058823529411764
66,token-classification,udpos28,b30906d4,en,ja,xlm-roberta-base,ft,33.739967327224946
67,token-classification,udpos28,b30906d4,en,hu,xlm-roberta-base,ft,85.83460949464012
68,token-classification,udpos28,b30906d4,en,hi,xlm-roberta-base,ft,76.82208609662668
69,token-classification,udpos28,b30906d4,en,lzh,xlm-roberta-base,ft,25.31424901367098
70,token-classification,udpos28,b30906d4,en,koi,xlm-roberta-base,ft,42.43146603098927
71,token-classification,udpos28,b30906d4,en,fo,xlm-roberta-base,ft,75.12753047307093
72,token-classification,udpos28,b30906d4,en,sa,xlm-roberta-base,ft,4.0102221348535485
73,token-classification,udpos28,b30906d4,en,olo,xlm-roberta-base,ft,50.73924731182796
74,token-classification,udpos28,b30906d4,en,ar,xlm-roberta-base,ft,80.21905391370031
75,token-classification,udpos28,b30906d4,en,wo,xlm-roberta-base,ft,21.214085115575717
76,token-classification,udpos28,b30906d4,en,bg,xlm-roberta-base,ft,91.16636988043754
77,token-classification,udpos28,b30906d4,en,aqz,xlm-roberta-base,ft,19.794344473007712
78,token-classification,udpos28,b30906d4,en,mpu,xlm-roberta-base,ft,5.47945205479452
79,token-classification,udpos28,b30906d4,en,xnr,xlm-roberta-base,ft,42.28321400159109
80,token-classification,udpos28,b30906d4,en,br,xlm-roberta-base,ft,61.16474125652793
81,token-classification,udpos28,b30906d4,en,te,xlm-roberta-base,ft,86.9625520110957
82,token-classification,udpos28,b30906d4,en,yue,xlm-roberta-base,ft,54.31814915936197
83,token-classification,udpos28,b30906d4,en,cu,xlm-roberta-base,ft,45.040374838002194
84,token-classification,udpos28,b30906d4,en,krl,xlm-roberta-base,ft,64.60892049127344
85,token-classification,udpos28,b30906d4,en,hsb,xlm-roberta-base,ft,70.24031296572281
86,token-classification,udpos28,b30906d4,en,ajp,xlm-roberta-base,ft,67.42712294043093
87,token-classification,udpos28,b30906d4,en,kpv,xlm-roberta-base,ft,37.39895630819605
88,token-classification,udpos28,b30906d4,en,ga,xlm-roberta-base,ft,66.29081512802443
89,token-classification,udpos28,b30906d4,en,nyq,xlm-roberta-base,ft,44.871794871794876
90,token-classification,udpos28,b30906d4,en,myu,xlm-roberta-base,ft,17.758985200845668
91,token-classification,udpos28,b30906d4,en,gv,xlm-roberta-base,ft,22.866065232477446
92,token-classification,udpos28,b30906d4,en,sms,xlm-roberta-base,ft,26.279391424619643
93,token-classification,udpos28,b30906d4,en,af,xlm-roberta-base,ft,89.68498459703865
94,token-classification,udpos28,b30906d4,en,otk,xlm-roberta-base,ft,37.10407239819005
95,token-classification,udpos28,b30906d4,en,tpn,xlm-roberta-base,ft,19.928057553956833
96,token-classification,udpos28,b30906d4,en,be,xlm-roberta-base,ft,88.82088433674744
97,token-classification,udpos28,b30906d4,en,sr,xlm-roberta-base,ft,88.80133088170913
98,token-classification,udpos28,b30906d4,en,mdf,xlm-roberta-base,ft,43.09175294537665
99,token-classification,udpos28,b30906d4,en,hyw,xlm-roberta-base,ft,78.74937091092099
100,token-classification,udpos28,b30906d4,en,gd,xlm-roberta-base,ft,58.26167076167076
101,token-classification,udpos28,b30906d4,en,kfm,xlm-roberta-base,ft,47.2972972972973
102,token-classification,udpos28,b30906d4,en,he,xlm-roberta-base,ft,93.75
103,token-classification,udpos28,b30906d4,en,ug,xlm-roberta-base,ft,76.22765564002466
104,token-classification,udpos28,b30906d4,en,ckt,xlm-roberta-base,ft,33.23873714083008
105,token-classification,udpos28,b30906d4,nl,en,xlm-roberta-base,ft,83.7121112369315
106,token-classification,udpos28,b30906d4,nl,nl,xlm-roberta-base,ft,97.51500706214689
107,token-classification,udpos28,b30906d4,nl,de,xlm-roberta-base,ft,89.03233074813663
108,token-classification,udpos28,b30906d4,nl,it,xlm-roberta-base,ft,88.99022496609139
109,token-classification,udpos28,b30906d4,nl,fr,xlm-roberta-base,ft,87.8829350457943
110,token-classification,udpos28,b30906d4,nl,es,xlm-roberta-base,ft,90.25864042114901
111,token-classification,udpos28,b30906d4,nl,ru,xlm-roberta-base,ft,88.88652028707455
112,token-classification,udpos28,b30906d4,nl,sv,xlm-roberta-base,ft,90.58886035597273
113,token-classification,udpos28,b30906d4,nl,no,xlm-roberta-base,ft,87.43265564457617
114,token-classification,udpos28,b30906d4,nl,da,xlm-roberta-base,ft,89.0551731018657
115,token-classification,udpos28,b30906d4,nl,nds,xlm-roberta-base,ft,55.61797752808989
116,token-classification,udpos28,b30906d4,nl,akk,xlm-roberta-base,ft,24.79631053036126
117,token-classification,udpos28,b30906d4,nl,hy,xlm-roberta-base,ft,86.21019870720613
118,token-classification,udpos28,b30906d4,nl,cy,xlm-roberta-base,ft,69.87567739878865
119,token-classification,udpos28,b30906d4,nl,orv,xlm-roberta-base,ft,67.33151314844086
120,token-classification,udpos28,b30906d4,nl,sq,xlm-roberta-base,ft,75.59652928416486
121,token-classification,udpos28,b30906d4,nl,sl,xlm-roberta-base,ft,76.65615141955836
122,token-classification,udpos28,b30906d4,nl,gub,xlm-roberta-base,ft,19.205298013245034
123,token-classification,udpos28,b30906d4,nl,kmr,xlm-roberta-base,ft,76.20062836624776
124,token-classification,udpos28,b30906d4,nl,tr,xlm-roberta-base,ft,77.42424242424242
125,token-classification,udpos28,b30906d4,nl,fi,xlm-roberta-base,ft,85.9647647479292
126,token-classification,udpos28,b30906d4,nl,id,xlm-roberta-base,ft,85.28503323709124
127,token-classification,udpos28,b30906d4,nl,uk,xlm-roberta-base,ft,85.8004450169809
128,token-classification,udpos28,b30906d4,nl,pl,xlm-roberta-base,ft,86.09163353186715
129,token-classification,udpos28,b30906d4,nl,pt,xlm-roberta-base,ft,89.94793045627041
130,token-classification,udpos28,b30906d4,nl,kk,xlm-roberta-base,ft,82.32205367561261
131,token-classification,udpos28,b30906d4,nl,la,xlm-roberta-base,ft,74.23953639538598
132,token-classification,udpos28,b30906d4,nl,fro,xlm-roberta-base,ft,30.665975342781426
133,token-classification,udpos28,b30906d4,nl,bxr,xlm-roberta-base,ft,58.931419457735245
134,token-classification,udpos28,b30906d4,nl,urb,xlm-roberta-base,ft,12.083333333333334
135,token-classification,udpos28,b30906d4,nl,ko,xlm-roberta-base,ft,62.71743161389443
136,token-classification,udpos28,b30906d4,nl,et,xlm-roberta-base,ft,86.8726807214273
137,token-classification,udpos28,b30906d4,nl,hr,xlm-roberta-base,ft,87.59686727122836
138,token-classification,udpos28,b30906d4,nl,got,xlm-roberta-base,ft,16.10119631300255
139,token-classification,udpos28,b30906d4,nl,gsw,xlm-roberta-base,ft,40.37396121883656
140,token-classification,udpos28,b30906d4,nl,aii,xlm-roberta-base,ft,14.348785871964681
141,token-classification,udpos28,b30906d4,nl,sme,xlm-roberta-base,ft,35.33466533466533
142,token-classification,udpos28,b30906d4,nl,pcm,xlm-roberta-base,ft,10.970934690179131
143,token-classification,udpos28,b30906d4,nl,lv,xlm-roberta-base,ft,86.59728476600287
144,token-classification,udpos28,b30906d4,nl,zh,xlm-roberta-base,ft,50.27889210311815
145,token-classification,udpos28,b30906d4,nl,tl,xlm-roberta-base,ft,73.27746741154563
146,token-classification,udpos28,b30906d4,nl,bm,xlm-roberta-base,ft,22.274470086088403
147,token-classification,udpos28,b30906d4,nl,lt,xlm-roberta-base,ft,86.14984041659667
148,token-classification,udpos28,b30906d4,nl,gl,xlm-roberta-base,ft,86.02225312934631
149,token-classification,udpos28,b30906d4,nl,vi,xlm-roberta-base,ft,66.17314930991218
150,token-classification,udpos28,b30906d4,nl,el,xlm-roberta-base,ft,86.23424156161042
151,token-classification,udpos28,b30906d4,nl,ca,xlm-roberta-base,ft,89.0742890307603
152,token-classification,udpos28,b30906d4,nl,cs,xlm-roberta-base,ft,87.1505560727059
153,token-classification,udpos28,b30906d4,nl,myv,xlm-roberta-base,ft,41.254125412541256
154,token-classification,udpos28,b30906d4,nl,bho,xlm-roberta-base,ft,46.166541635408855
155,token-classification,udpos28,b30906d4,nl,th,xlm-roberta-base,ft,60.63524773765791
156,token-classification,udpos28,b30906d4,nl,mr,xlm-roberta-base,ft,87.11656441717791
157,token-classification,udpos28,b30906d4,nl,eu,xlm-roberta-base,ft,77.00418478706818
158,token-classification,udpos28,b30906d4,nl,sk,xlm-roberta-base,ft,87.72254894062677
159,token-classification,udpos28,b30906d4,nl,quc,xlm-roberta-base,ft,24.75597441938741
160,token-classification,udpos28,b30906d4,nl,yo,xlm-roberta-base,ft,18.44510052017433
161,token-classification,udpos28,b30906d4,nl,wbp,xlm-roberta-base,ft,27.530364372469634
162,token-classification,udpos28,b30906d4,nl,ta,xlm-roberta-base,ft,83.86222910216719
163,token-classification,udpos28,b30906d4,nl,mt,xlm-roberta-base,ft,18.08904542581053
164,token-classification,udpos28,b30906d4,nl,grc,xlm-roberta-base,ft,64.59895544597788
165,token-classification,udpos28,b30906d4,nl,is,xlm-roberta-base,ft,84.30938454009461
166,token-classification,udpos28,b30906d4,nl,gun,xlm-roberta-base,ft,23.21699544764795
167,token-classification,udpos28,b30906d4,nl,ur,xlm-roberta-base,ft,68.47224098338512
168,token-classification,udpos28,b30906d4,nl,ro,xlm-roberta-base,ft,82.64136550014304
169,token-classification,udpos28,b30906d4,nl,fa,xlm-roberta-base,ft,77.90532580128689
170,token-classification,udpos28,b30906d4,nl,apu,xlm-roberta-base,ft,25.326797385620914
171,token-classification,udpos28,b30906d4,nl,ja,xlm-roberta-base,ft,37.32154272320478
172,token-classification,udpos28,b30906d4,nl,hu,xlm-roberta-base,ft,86.8395865237366
173,token-classification,udpos28,b30906d4,nl,hi,xlm-roberta-base,ft,73.51288411886802
174,token-classification,udpos28,b30906d4,nl,lzh,xlm-roberta-base,ft,21.396458390678045
175,token-classification,udpos28,b30906d4,nl,koi,xlm-roberta-base,ft,44.100119189511325
176,token-classification,udpos28,b30906d4,nl,fo,xlm-roberta-base,ft,76.84046609031843
177,token-classification,udpos28,b30906d4,nl,sa,xlm-roberta-base,ft,17.09258895223118
178,token-classification,udpos28,b30906d4,nl,olo,xlm-roberta-base,ft,59.946236559139784
179,token-classification,udpos28,b30906d4,nl,ar,xlm-roberta-base,ft,79.79888584647342
180,token-classification,udpos28,b30906d4,nl,wo,xlm-roberta-base,ft,24.173687621516528
181,token-classification,udpos28,b30906d4,nl,bg,xlm-roberta-base,ft,89.13762401424574
182,token-classification,udpos28,b30906d4,nl,aqz,xlm-roberta-base,ft,35.2185089974293
183,token-classification,udpos28,b30906d4,nl,mpu,xlm-roberta-base,ft,13.698630136986301
184,token-classification,udpos28,b30906d4,nl,xnr,xlm-roberta-base,ft,40.01591089896579
185,token-classification,udpos28,b30906d4,nl,br,xlm-roberta-base,ft,61.73445165374268
186,token-classification,udpos28,b30906d4,nl,te,xlm-roberta-base,ft,85.71428571428571
187,token-classification,udpos28,b30906d4,nl,yue,xlm-roberta-base,ft,53.7074292283374
188,token-classification,udpos28,b30906d4,nl,cu,xlm-roberta-base,ft,42.139367959326094
189,token-classification,udpos28,b30906d4,nl,krl,xlm-roberta-base,ft,71.55785391079509
190,token-classification,udpos28,b30906d4,nl,hsb,xlm-roberta-base,ft,68.81520119225037
191,token-classification,udpos28,b30906d4,nl,ajp,xlm-roberta-base,ft,66.41318124207858
192,token-classification,udpos28,b30906d4,nl,kpv,xlm-roberta-base,ft,38.00266039087281
193,token-classification,udpos28,b30906d4,nl,ga,xlm-roberta-base,ft,66.12246495967426
194,token-classification,udpos28,b30906d4,nl,nyq,xlm-roberta-base,ft,37.17948717948718
195,token-classification,udpos28,b30906d4,nl,myu,xlm-roberta-base,ft,17.758985200845668
196,token-classification,udpos28,b30906d4,nl,gv,xlm-roberta-base,ft,29.562803608605137
197,token-classification,udpos28,b30906d4,nl,sms,xlm-roberta-base,ft,30.474873213462427
198,token-classification,udpos28,b30906d4,nl,af,xlm-roberta-base,ft,88.72105733876577
199,token-classification,udpos28,b30906d4,nl,otk,xlm-roberta-base,ft,37.10407239819005
200,token-classification,udpos28,b30906d4,nl,tpn,xlm-roberta-base,ft,26.47482014388489
201,token-classification,udpos28,b30906d4,nl,be,xlm-roberta-base,ft,87.13464901324008
202,token-classification,udpos28,b30906d4,nl,sr,xlm-roberta-base,ft,89.35294632694159
203,token-classification,udpos28,b30906d4,nl,mdf,xlm-roberta-base,ft,39.34309175294538
204,token-classification,udpos28,b30906d4,nl,hyw,xlm-roberta-base,ft,77.61701056869653
205,token-classification,udpos28,b30906d4,nl,gd,xlm-roberta-base,ft,56.51105651105651
206,token-classification,udpos28,b30906d4,nl,kfm,xlm-roberta-base,ft,36.486486486486484
207,token-classification,udpos28,b30906d4,nl,he,xlm-roberta-base,ft,91.66666666666666
208,token-classification,udpos28,b30906d4,nl,ug,xlm-roberta-base,ft,75.27224162728581
209,token-classification,udpos28,b30906d4,nl,ckt,xlm-roberta-base,ft,32.31642426392337
210,token-classification,udpos28,b30906d4,de,en,xlm-roberta-base,ft,20.211729386669475
211,token-classification,udpos28,b30906d4,de,nl,xlm-roberta-base,ft,87.47793079096046
212,token-classification,udpos28,b30906d4,de,de,xlm-roberta-base,ft,97.6047030267029
213,token-classification,udpos28,b30906d4,de,it,xlm-roberta-base,ft,39.70815209765679
214,token-classification,udpos28,b30906d4,de,fr,xlm-roberta-base,ft,31.5527950310559
215,token-classification,udpos28,b30906d4,de,es,xlm-roberta-base,ft,49.21950102998398
216,token-classification,udpos28,b30906d4,de,ru,xlm-roberta-base,ft,84.76192321854228
217,token-classification,udpos28,b30906d4,de,sv,xlm-roberta-base,ft,90.86336668732842
218,token-classification,udpos28,b30906d4,de,no,xlm-roberta-base,ft,81.40601120733571
219,token-classification,udpos28,b30906d4,de,da,xlm-roberta-base,ft,87.47879876284546
220,token-classification,udpos28,b30906d4,de,nds,xlm-roberta-base,ft,19.325842696629213
221,token-classification,udpos28,b30906d4,de,akk,xlm-roberta-base,ft,10.899308224442736
222,token-classification,udpos28,b30906d4,de,hy,xlm-roberta-base,ft,79.33923868805363
223,token-classification,udpos28,b30906d4,de,cy,xlm-roberta-base,ft,51.41855275741154
224,token-classification,udpos28,b30906d4,de,orv,xlm-roberta-base,ft,27.935048139100445
225,token-classification,udpos28,b30906d4,de,sq,xlm-roberta-base,ft,80.6941431670282
226,token-classification,udpos28,b30906d4,de,sl,xlm-roberta-base,ft,63.24921135646687
227,token-classification,udpos28,b30906d4,de,gub,xlm-roberta-base,ft,17.439293598233995
228,token-classification,udpos28,b30906d4,de,kmr,xlm-roberta-base,ft,43.491921005386
229,token-classification,udpos28,b30906d4,de,tr,xlm-roberta-base,ft,65.9180790960452
230,token-classification,udpos28,b30906d4,de,fi,xlm-roberta-base,ft,79.27090779127948
231,token-classification,udpos28,b30906d4,de,id,xlm-roberta-base,ft,79.73544618277043
232,token-classification,udpos28,b30906d4,de,uk,xlm-roberta-base,ft,83.99109966038178
233,token-classification,udpos28,b30906d4,de,pl,xlm-roberta-base,ft,83.48649585058817
234,token-classification,udpos28,b30906d4,de,pt,xlm-roberta-base,ft,63.41893919336334
235,token-classification,udpos28,b30906d4,de,kk,xlm-roberta-base,ft,71.69194865810968
236,token-classification,udpos28,b30906d4,de,la,xlm-roberta-base,ft,24.11449094935384
237,token-classification,udpos28,b30906d4,de,fro,xlm-roberta-base,ft,2.0163613319506855
238,token-classification,udpos28,b30906d4,de,bxr,xlm-roberta-base,ft,29.605263157894733
239,token-classification,udpos28,b30906d4,de,urb,xlm-roberta-base,ft,5.416666666666667
240,token-classification,udpos28,b30906d4,de,ko,xlm-roberta-base,ft,58.31140621964788
241,token-classification,udpos28,b30906d4,de,et,xlm-roberta-base,ft,78.12545575343131
242,token-classification,udpos28,b30906d4,de,hr,xlm-roberta-base,ft,83.60676009892828
243,token-classification,udpos28,b30906d4,de,got,xlm-roberta-base,ft,2.7260247107275934
244,token-classification,udpos28,b30906d4,de,gsw,xlm-roberta-base,ft,43.5595567867036
245,token-classification,udpos28,b30906d4,de,aii,xlm-roberta-base,ft,15.673289183222957
246,token-classification,udpos28,b30906d4,de,sme,xlm-roberta-base,ft,17.532467532467532
247,token-classification,udpos28,b30906d4,de,pcm,xlm-roberta-base,ft,16.72823586812574
248,token-classification,udpos28,b30906d4,de,lv,xlm-roberta-base,ft,74.97581640481671
249,token-classification,udpos28,b30906d4,de,zh,xlm-roberta-base,ft,31.288657322316165
250,token-classification,udpos28,b30906d4,de,tl,xlm-roberta-base,ft,35.940409683426445
251,token-classification,udpos28,b30906d4,de,bm,xlm-roberta-base,ft,16.06018953917384
252,token-classification,udpos28,b30906d4,de,lt,xlm-roberta-base,ft,76.08768688056442
253,token-classification,udpos28,b30906d4,de,gl,xlm-roberta-base,ft,38.56050069541029
254,token-classification,udpos28,b30906d4,de,vi,xlm-roberta-base,ft,54.119615223755744
255,token-classification,udpos28,b30906d4,de,el,xlm-roberta-base,ft,88.00325335502237
256,token-classification,udpos28,b30906d4,de,ca,xlm-roberta-base,ft,49.04720448829561
257,token-classification,udpos28,b30906d4,de,cs,xlm-roberta-base,ft,84.29033364362354
258,token-classification,udpos28,b30906d4,de,myv,xlm-roberta-base,ft,27.264393105977263
259,token-classification,udpos28,b30906d4,de,bho,xlm-roberta-base,ft,21.080270067516878
260,token-classification,udpos28,b30906d4,de,th,xlm-roberta-base,ft,38.05214586506585
261,token-classification,udpos28,b30906d4,de,mr,xlm-roberta-base,ft,74.84662576687117
262,token-classification,udpos28,b30906d4,de,eu,xlm-roberta-base,ft,63.72363994420284
263,token-classification,udpos28,b30906d4,de,sk,xlm-roberta-base,ft,82.3652622250866
264,token-classification,udpos28,b30906d4,de,quc,xlm-roberta-base,ft,19.62302255132952
265,token-classification,udpos28,b30906d4,de,yo,xlm-roberta-base,ft,15.492759735695206
266,token-classification,udpos28,b30906d4,de,wbp,xlm-roberta-base,ft,19.4331983805668
267,token-classification,udpos28,b30906d4,de,ta,xlm-roberta-base,ft,78.67647058823529
268,token-classification,udpos28,b30906d4,de,mt,xlm-roberta-base,ft,13.817393660254673
269,token-classification,udpos28,b30906d4,de,grc,xlm-roberta-base,ft,10.597263151752108
270,token-classification,udpos28,b30906d4,de,is,xlm-roberta-base,ft,78.83584628649997
271,token-classification,udpos28,b30906d4,de,gun,xlm-roberta-base,ft,19.347496206373293
272,token-classification,udpos28,b30906d4,de,ur,xlm-roberta-base,ft,62.50844252330137
273,token-classification,udpos28,b30906d4,de,ro,xlm-roberta-base,ft,68.57633260226947
274,token-classification,udpos28,b30906d4,de,fa,xlm-roberta-base,ft,74.16850436516327
275,token-classification,udpos28,b30906d4,de,apu,xlm-roberta-base,ft,21.405228758169933
276,token-classification,udpos28,b30906d4,de,ja,xlm-roberta-base,ft,16.494424319909086
277,token-classification,udpos28,b30906d4,de,hu,xlm-roberta-base,ft,84.92534456355283
278,token-classification,udpos28,b30906d4,de,hi,xlm-roberta-base,ft,54.60436389409203
279,token-classification,udpos28,b30906d4,de,lzh,xlm-roberta-base,ft,8.936599688044774
280,token-classification,udpos28,b30906d4,de,koi,xlm-roberta-base,ft,27.890345649582837
281,token-classification,udpos28,b30906d4,de,fo,xlm-roberta-base,ft,59.566127906352364
282,token-classification,udpos28,b30906d4,de,sa,xlm-roberta-base,ft,1.2187930017692157
283,token-classification,udpos28,b30906d4,de,olo,xlm-roberta-base,ft,30.510752688172044
284,token-classification,udpos28,b30906d4,de,ar,xlm-roberta-base,ft,65.78698895288453
285,token-classification,udpos28,b30906d4,de,wo,xlm-roberta-base,ft,20.328364657593433
286,token-classification,udpos28,b30906d4,de,bg,xlm-roberta-base,ft,87.41414398371916
287,token-classification,udpos28,b30906d4,de,aqz,xlm-roberta-base,ft,11.825192802056556
288,token-classification,udpos28,b30906d4,de,mpu,xlm-roberta-base,ft,1.36986301369863
289,token-classification,udpos28,b30906d4,de,xnr,xlm-roberta-base,ft,20.684168655529035
290,token-classification,udpos28,b30906d4,de,br,xlm-roberta-base,ft,33.35970881468587
291,token-classification,udpos28,b30906d4,de,te,xlm-roberta-base,ft,74.61858529819695
292,token-classification,udpos28,b30906d4,de,yue,xlm-roberta-base,ft,31.06049719787326
293,token-classification,udpos28,b30906d4,de,cu,xlm-roberta-base,ft,1.1165387299371947
294,token-classification,udpos28,b30906d4,de,krl,xlm-roberta-base,ft,38.42921784098255
295,token-classification,udpos28,b30906d4,de,hsb,xlm-roberta-base,ft,31.65983606557377
296,token-classification,udpos28,b30906d4,de,ajp,xlm-roberta-base,ft,39.670468948035484
297,token-classification,udpos28,b30906d4,de,kpv,xlm-roberta-base,ft,22.285889696101506
298,token-classification,udpos28,b30906d4,de,ga,xlm-roberta-base,ft,37.189726724610445
299,token-classification,udpos28,b30906d4,de,nyq,xlm-roberta-base,ft,15.384615384615385
300,token-classification,udpos28,b30906d4,de,myu,xlm-roberta-base,ft,6.976744186046512
301,token-classification,udpos28,b30906d4,de,gv,xlm-roberta-base,ft,17.10617626648161
302,token-classification,udpos28,b30906d4,de,sms,xlm-roberta-base,ft,23.190410327339787
303,token-classification,udpos28,b30906d4,de,af,xlm-roberta-base,ft,85.12372056046904
304,token-classification,udpos28,b30906d4,de,otk,xlm-roberta-base,ft,37.10407239819005
305,token-classification,udpos28,b30906d4,de,tpn,xlm-roberta-base,ft,20.431654676258994
306,token-classification,udpos28,b30906d4,de,be,xlm-roberta-base,ft,81.83237571821134
307,token-classification,udpos28,b30906d4,de,sr,xlm-roberta-base,ft,83.30268803082042
308,token-classification,udpos28,b30906d4,de,mdf,xlm-roberta-base,ft,22.920385576579793
309,token-classification,udpos28,b30906d4,de,hyw,xlm-roberta-base,ft,64.8842476094615
310,token-classification,udpos28,b30906d4,de,gd,xlm-roberta-base,ft,29.146191646191642
311,token-classification,udpos28,b30906d4,de,kfm,xlm-roberta-base,ft,16.216216216216218
312,token-classification,udpos28,b30906d4,de,he,xlm-roberta-base,ft,88.54166666666666
313,token-classification,udpos28,b30906d4,de,ug,xlm-roberta-base,ft,57.83850421204028
